William Pottker,br BRA,AT.LT,Coritiba,29,1993,4,1,116,1.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,4,2,8,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17,Partidas
Bruno Praxedes,br BRA,LT,Vasco da Gama,20,2002,21,18,1.340,14.9,1,2,3,1,0,0,2,0,1.8,1.8,1.0,2.7,39,77,36,0.07,0.13,0.20,0.07,0.20,0.12,0.06,0.18,0.12,0.18,Partidas
Bruno Praxedes,br BRA,LT,Bragantino,20,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Erick Pulgar,cl CHI,LT,Flamengo,29,1994,25,22,2.000,22.2,2,3,5,2,0,0,9,0,0.9,0.9,1.9,2.8,16,137,31,0.09,0.14,0.23,0.09,0.23,0.04,0.09,0.13,0.04,0.13,Partidas

Nicolás Quagliata,uy URU,AT.LT,Cuiabá,23,1999,9,0,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.7,13,7,28,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.26,0.09,0.26,Partidas
Du Queiroz,br BRA,LT.ZG,Corinthians,23,2000,3,2,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidas
Yani Quintero,co COL,LT,Bragantino,20,2002,3,1,101,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Igor Rabello,br BRA,ZG,Atlético Mineiro,27,1995,11,7,692,7.7,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2,22,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Partidas
Rafael,br BRA,ZG,Botafogo (RJ),32,1990,9,8,482,5.4,0,0,0,0,0,0,3,1,0.0,0.0,0.2,0.3,12,10,4,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05,Partidas
Zé Rafael,br BRA,LT,Palmeiras,29,1993,31,31,2.565,28.5,3,3,6,3,0,0,10,0,2.1,2.1,1.9,4.0,42,142,39,0.11,0.11,0.21,0.11,0.21,0.07,0.07,0.14,0.07,0.14,Partidas
Rafinha,br BRA,ZG,São Paulo,37,1985,25,23,2.027,22.5,0,1,1,0,0,0,11,1,0.1,0.1,1.4,1.5,40,187,46,0.00,0.04,0.04,0.00,0.04,0.00,0.06,0.07,0.00,0.07,Partidas
Rai,br BRA,LT,Botafogo (RJ),20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Eric Ramires,br BRA,LT,Bragantino,22,2000,23,17,1.376,15.3,3,3,6,3,0,0,1,1,2.5,2.5,1.6,4.1,22,80,50,0.20,0.20,0.39,0.20,0.39,0.16,0.11,0.27,0.16,0.27,Partidas
Lucas Ramos,br BRA,AT,Internacional,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Raí Ramos,br BRA,ZG,São Paulo,28,1994,6,4,282,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.6,0.7,5,14,12,0.00,0.00,0.00,0.00,0.00,0.04,0.18,0.22,0.04,0.22,Partidas
Marcelo Rangel,br BRA,G,Goiás,34,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Pedro Rangel,br BRA,G,Fluminense,22,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Raniele,br BRA,LT.ZG,Cuiabá,26,1996,35,34,2.885,32.1,3,1,4,3,0,0,10,0,2.8,2.8,0.9,3.7,37,105,38,0.09,0.03,0.12,0.09,0.12,0.09,0.03,0.11,0.09,0.11,Partidas
Rafael Ratão,br BRA,AT.LT,Bahia,27,1995,18,8,779,8.7,4,1,5,4,0,0,2,0,2.9,2.9,0.9,3.8,13,38,61,0.46,0.12,0.58,0.46,0.58,0.33,0.11,0.43,0.33,0.43,Partidas
Wellington Rato,br BRA,AT.LT,São Paulo,30,1992,32,21,1.763,19.6,0,4,4,0,0,1,6,0,3.0,2.2,3.7,5.9,46,68,186,0.00,0.20,0.20,0.00,0.20,0.15,0.19,0.34,0.11,0.30,Partidas
Raul,br BRA,LT.ZG,Bragantino,26,1996,3,1,107,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidas
Pedro Raul,br BRA,AT,Vasco da Gama,26,1996,12,9,835,9.3,2,0,2,2,0,0,3,0,2.6,2.6,0.9,3.5,5,12,40,0.22,0.00,0.22,0.22,0.22,0.28,0.10,0.38,0.28,0.38,Partidas
Leonardo Realpe,ec ECU,ZG,Bragantino,21,2001,21,19,1.680,18.7,0,0,0,0,0,0,3,1,0.5,0.5,0.1,0.7,15,77,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidas
Reinaldo,br BRA,AT,Ath Paranaense,21,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Partidas
Reinaldo,br BRA,ZG,Grêmio,33,1989,30,30,2.681,29.8,2,5,7,1,1,1,11,2,2.7,1.9,5.2,7.1,41,161,143,0.07,0.17,0.23,0.03,0.20,0.09,0.17,0.27,0.06,0.24,Partidas
Renê,br BRA,ZG,Internacional,30,1992,28,24,2.283,25.4,1,1,2,1,0,0,5,0,0.6,0.6,1.9,2.5,55,159,55,0.04,0.04,0.08,0.04,0.08,0.02,0.08,0.10,0.02,0.10,Partidas
Réver,br BRA,ZG.AT,Atlético Mineiro,38,1985,9,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Rezende,br BRA,LT.ZG,Bahia,28,1995,33,32,2.705,30.1,2,3,5,2,0,0,9,1,0.9,0.9,1.3,2.3,29,102,36,0.07,0.10,0.17,0.07,0.17,0.03,0.04,0.08,0.03,0.08,Partidas
Everton Ribeiro,br BRA,AT.LT,Flamengo,33,1989,30,15,1.475,16.4,3,4,7,3,0,0,3,0,1.5,1.5,3.7,5.2,36,143,97,0.18,0.24,0.43,0.18,0.43,0.09,0.23,0.32,0.09,0.32,Partidas

Wesley Ribeiro,br BRA,AT.LT,Corinthians,17,2005,24,7,861,9.6,1,1,2,1,0,0,2,0,0.5,0.5,1.2,1.7,60,25,97,0.10,0.10,0.21,0.10,0.21,0.05,0.13,0.18,0.05,0.18,Partidas
João Ricardo Riedi,br BRA,G,Fortaleza,34,1988,32,32,2.868,31.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Zé Ricardo,br BRA,LT,Goiás,23,1999,13,13,1.070,11.9,0,1,1,0,0,0,5,0,0.3,0.3,0.8,1.2,16,88,11,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.10,0.03,0.10,Partidas
Richard,br BRA,LT,Cruzeiro,28,1994,4,4,345,3.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,8,4,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.12,0.11,0.12,Partidas
Rikelme,br BRA,ZG,Cuiabá,19,2003,31,27,2.338,26.0,1,1,2,1,0,0,3,0,0.8,0.8,1.4,2.1,22,81,97,0.04,0.04,0.08,0.04,0.08,0.03,0.05,0.08,0.03,0.08,Partidas
Tomás Rincón,ve VEN,LT,Santos,35,1988,16,14,1.187,13.2,2,1,3,2,0,0,5,0,1.4,1.4,0.6,2.0,9,39,15,0.15,0.08,0.23,0.15,0.23,0.11,0.05,0.15,0.11,0.15,Partidas
Richard Ríos,co COL,LT,Palmeiras,22,2000,37,20,1.853,20.6,2,1,3,2,0,0,6,0,1.2,1.2,1.0,2.1,41,63,67,0.10,0.05,0.15,0.10,0.15,0.06,0.05,0.10,0.06,0.10,Partidas
Robert,br BRA,LT.AT,Cruzeiro,17,2005,9,1,186,2.1,1,0,1,1,0,0,1,0,1.0,1.0,0.0,1.1,4,0,19,0.48,0.00,0.48,0.48,0.48,0.50,0.01,0.52,0.50,0.52,Partidas
Zé Roberto,br BRA,AT.LT,Coritiba,29,1993,10,7,523,5.8,1,1,2,1,0,0,4,1,0.4,0.4,0.7,1.1,7,14,27,0.17,0.17,0.34,0.17,0.34,0.06,0.13,0.19,0.06,0.19,Partidas
Robson,br BRA,LT.AT,Coritiba,31,1991,32,30,2.351,26.1,12,4,16,5,7,8,13,0,10.6,4.2,2.3,6.5,32,68,146,0.46,0.15,0.61,0.19,0.34,0.40,0.09,0.49,0.16,0.25,Partidas
Kaique Rocha,br BRA,ZG,Ath Paranaense,21,2001,10,7,649,7.2,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,2,9,0,0.14,0.00,0.14,0.14,0.14,0.03,0.01,0.04,0.03,0.04,Partidas
Marcos Rocha,br BRA,ZG,Palmeiras,34,1988,20,15,1.264,14.0,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.2,20,95,31,0.07,0.07,0.14,0.07,0.14,0.03,0.06,0.09,0.03,0.09,Partidas
Pedro Rocha Neves,br BRA,AT,Fortaleza,28,1994,3,0,34,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Partidas
Sergio Rochet,uy URU,G,Internacional,29,1993,19,19,1.710,19.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Rodrigo,br BRA,LT.AT,São Paulo,18,2004,11,1,232,2.6,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,13,8,21,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Partidas
James Rodríguez,co COL,LT.AT,São Paulo,31,1991,12,9,635,7.1,1,2,3,1,0,1,0,0,2.0,0.7,1.2,1.9,12,65,44,0.14,0.28,0.43,0.14,0.43,0.28,0.17,0.46,0.09,0.27,Partidas
Rodriguinho,br BRA,ZG.LT,América (MG),19,2003,20,15,1.247,13.9,2,3,5,2,0,0,1,0,0.5,0.5,2.8,3.4,50,36,96,0.14,0.22,0.36,0.14,0.36,0.04,0.20,0.24,0.04,0.24,Partidas
Matías Rojas,py PAR,LT.AT,Corinthians,27,1995,15,7,634,7.0,0,1,1,0,0,0,1,0,0.8,0.8,1.0,1.8,13,30,27,0.00,0.14,0.14,0.00,0.14,0.11,0.14,0.26,0.11,0.26,Partidas
Romarinho,br BRA,AT.LT,Fortaleza,28,1994,11,2,288,3.2,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.5,21,18,30,0.00,0.00,0.00,0.00,0.00,0.17,0.29,0.46,0.17,0.46,Partidas
Ángel Romero,py PAR,AT,Corinthians,30,1992,22,13,1.196,13.3,8,1,9,8,0,0,2,0,3.8,3.8,2.6,6.4,41,49,131,0.60,0.08,0.68,0.60,0.68,0.29,0.20,0.48,0.29,0.48,Partidas
Silvio Romero,ar ARG,AT,Fortaleza,34,1988,17,3,398,4.4,2,1,3,2,0,0,2,0,1.6,1.6,1.2,2.7,3,5,27,0.45,0.23,0.68,0.45,0.68,0.36,0.26,0.62,0.36,0.62,Partidas
Rômulo,br BRA,AT.LT,Ath Paranaense,20,2002,18,5,509,5.7,0,0,0,0,0,0,1,0,1.5,1.5,0.1,1.6,13,11,39,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.29,0.27,0.29,Partidas
Romulo,br BRA,LT.ZG,Internacional,22,2000,20,12,1.216,13.5,1,0,1,1,0,0,2,0,1.0,1.0,0.2,1.2,12,37,29,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Partidas
Ronald,br BRA,LT,Grêmio,19,2003,10,5,418,4.6,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,3,21,4,0.22,0.00,0.22,0.22,0.22,0.12,0.07,0.19,0.12,0.19,Partidas
Ronald,br BRA,LT,Cuiabá,25,1997,21,4,585,6.5,2,1,3,2,0,0,2,0,0.8,0.8,1.0,1.8,24,49,21,0.31,0.15,0.46,0.31,0.46,0.13,0.15,0.28,0.13,0.28,Partidas

Budiga Roni,br BRA,LT,Corinthians,23,1999,15,7,676,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,4,24,1,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Partidas
Lucas Ronier,br BRA,AT.LT,Coritiba,18,2004,2,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Rony,br BRA,AT,Palmeiras,27,1995,30,19,1.639,18.2,5,0,5,5,0,0,3,0,6.1,6.1,1.6,7.7,17,11,99,0.27,0.00,0.27,0.27,0.27,0.34,0.09,0.42,0.34,0.42,Partidas
Vitor Roque,br BRA,AT,Ath Paranaense,17,2005,25,19,1.714,19.0,12,3,15,12,0,0,6,0,8.8,8.8,1.2,10.0,40,22,111,0.63,0.16,0.79,0.63,0.79,0.46,0.06,0.53,0.46,0.53,Partidas
Diego Rosa,br BRA,LT.ZG,Bahia,20,2002,11,0,246,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,3,13,5,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.13,0.12,0.13,Partidas
Rossi,br BRA,LT.AT,Vasco da Gama,29,1993,9,4,397,4.4,1,4,5,1,0,0,0,1,1.0,1.0,0.8,1.8,6,21,48,0.23,0.91,1.13,0.23,1.13,0.21,0.18,0.39,0.21,0.39,Partidas
Agustín Rossi,ar ARG,G,Flamengo,27,1995,15,15,1.350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Rubens,br BRA,ZG.LT,Atlético Mineiro,21,2001,24,14,1.352,15.0,1,1,2,1,0,0,5,0,1.1,1.1,1.1,2.2,39,53,88,0.07,0.07,0.13,0.07,0.13,0.07,0.07,0.14,0.07,0.14,Partidas
Daniel Ruiz Rivera,co COL,AT.LT,Santos,21,2001,9,2,247,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,5,10,15,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,Partidas
Rwan,br BRA,LT.AT,Vasco da Gama,21,2001,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Partidas
João Victor Santos Sá,br BRA,AT,Botafogo (RJ),28,1994,33,27,2.127,23.6,4,4,8,4,0,0,3,0,5.0,5.0,1.9,6.9,73,42,226,0.17,0.17,0.34,0.17,0.34,0.21,0.08,0.29,0.21,0.29,Partidas
Arthur Sales,br BRA,AT.LT,Bahia,20,2002,9,2,290,3.2,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,4,7,27,0.31,0.00,0.31,0.31,0.31,0.28,0.08,0.37,0.28,0.37,Partidas
Andreas Samaris,gr GRE,LT,Coritiba,33,1989,4,4,183,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidas
Philipe Sampaio,br BRA,ZG,Botafogo (RJ),28,1994,12,4,498,5.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,4,16,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Partidas
Sander,br BRA,ZG,Goiás,32,1990,21,17,1.542,17.1,0,3,3,0,0,0,1,0,0.8,0.8,1.8,2.6,30,85,87,0.00,0.18,0.18,0.00,0.18,0.05,0.11,0.15,0.05,0.15,Partidas
Sandry,br BRA,LT,Santos,20,2002,5,2,190,2.1,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Partidas
Alex Santana,br BRA,LT,Ath Paranaense,27,1995,21,9,1.002,11.1,3,0,3,3,0,0,6,1,1.2,1.2,0.2,1.3,20,46,17,0.27,0.00,0.27,0.27,0.27,0.10,0.01,0.12,0.10,0.12,Partidas
Santos,br BRA,G,Flamengo,32,1990,6,5,490,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Ademir Santos,br BRA,AT.LT,Bahia,27,1995,33,19,1.740,19.3,6,1,7,6,0,0,6,0,8.1,8.1,2.1,10.2,83,74,182,0.31,0.05,0.36,0.31,0.36,0.42,0.11,0.53,0.42,0.53,Partidas
Allyson Aires dos Santos,br BRA,ZG,Cuiabá,32,1990,16,14,1.133,12.6,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,5,17,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidas
Andrey Santos,br BRA,LT,Vasco da Gama,18,2004,6,6,421,4.7,1,0,1,1,0,0,3,0,1.2,1.2,0.1,1.3,4,14,12,0.21,0.00,0.21,0.21,0.21,0.26,0.02,0.28,0.26,0.28,Partidas
Bruno Araújo dos Santos,br BRA,ZG,Goiás,29,1993,8,4,454,5.0,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,4,20,14,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Partidas
Eduardo Santos,br BRA,ZG,Bragantino,25,1997,13,11,1.020,11.3,1,0,1,1,0,0,2,0,0.9,0.9,0.0,1.0,11,38,2,0.09,0.00,0.09,0.09,0.09,0.08,0.00,0.09,0.08,0.09,Partidas
Fábio Santos,br BRA,ZG,Corinthians,37,1985,25,20,1.673,18.6,4,1,5,0,4,5,7,0,4.0,0.1,0.4,0.5,24,81,59,0.22,0.05,0.27,0.00,0.05,0.22,0.02,0.24,0.01,0.03,Partidas
Juan Santos,br BRA,AT,São Paulo,20,2002,27,13,1.279,14.2,1,1,2,1,0,0,2,0,2.7,2.7,2.0,4.7,32,25,124,0.07,0.07,0.14,0.07,0.14,0.19,0.14,0.33,0.19,0.33,Partidas

Júnior Santos,br BRA,AT,Botafogo (RJ),28,1994,37,30,2.163,24.0,7,1,8,7,0,0,2,0,6.6,6.6,2.3,8.9,121,48,207,0.29,0.04,0.33,0.29,0.33,0.28,0.09,0.37,0.28,0.37,Partidas
Kauan Santos,br BRA,AT,Palmeiras,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.75,0.00,1.75,1.75,1.75,Partidas
Luis Eduardo Marques dos Santos,br BRA,ZG,Fortaleza,25,1997,7,4,385,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,5,10,25,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Partidas
Matheus Santos,br BRA,AT.LT,Goiás,24,1998,7,1,195,2.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,7,18,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.11,0.09,0.11,Partidas
Pedrinho Santos,br BRA,AT.LT,Corinthians,16,2006,15,7,618,6.9,1,0,1,1,0,0,1,0,1.1,1.1,0.2,1.3,26,21,52,0.15,0.00,0.15,0.15,0.15,0.16,0.03,0.19,0.16,0.19,Partidas
Renzo Saravia,ar ARG,ZG,Atlético Mineiro,29,1993,26,20,1.708,19.0,0,2,2,0,0,0,8,1,0.5,0.5,0.9,1.4,40,75,66,0.00,0.11,0.11,0.00,0.11,0.03,0.05,0.08,0.03,0.08,Partidas
Eduardo Sasha,br BRA,AT.LT,Bragantino,30,1992,33,31,2.229,24.8,11,3,14,8,3,3,3,0,11.4,9.0,4.3,13.3,23,82,141,0.44,0.12,0.57,0.32,0.44,0.46,0.17,0.63,0.37,0.54,Partidas
Lucas Sasha,br BRA,LT,Fortaleza,32,1990,19,10,1.016,11.3,0,1,1,0,0,0,3,0,0.6,0.6,0.3,1.0,7,60,16,0.00,0.09,0.09,0.00,0.09,0.05,0.03,0.08,0.05,0.08,Partidas
Gustavo Sauer,br BRA,AT.LT,Botafogo (RJ),29,1993,6,4,258,2.9,2,1,3,2,0,0,0,0,0.2,0.2,0.4,0.7,5,13,18,0.70,0.35,1.05,0.70,1.05,0.09,0.15,0.24,0.09,0.24,Partidas
Cleiton Schwengber,br BRA,G,Bragantino,25,1997,33,33,2.970,33.0,0,0,0,0,0,0,7,1,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Luis Segovia,ec ECU,ZG,Botafogo (RJ),25,1997,2,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Matias Segovia,py PAR,AT,Botafogo (RJ),20,2003,21,2,651,7.2,0,1,1,0,0,0,2,0,0.9,0.9,1.5,2.4,43,33,74,0.00,0.14,0.14,0.00,0.14,0.12,0.21,0.33,0.12,0.33,Partidas
Sidimar,br BRA,ZG,Goiás,30,1992,18,12,1.007,11.2,0,0,0,0,0,0,2,0,0.7,0.7,0.2,0.9,1,20,0,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.08,0.06,0.08,Partidas
Aderlan Silva,br BRA,ZG,Bragantino,32,1990,22,17,1.421,15.8,0,2,2,0,0,0,6,1,0.4,0.4,1.2,1.6,23,84,41,0.00,0.13,0.13,0.00,0.13,0.02,0.08,0.10,0.02,0.10,Partidas
Gabriel Silva,br BRA,AT.LT,Coritiba,20,2002,4,1,91,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,7,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Partidas
Lucas Silva,br BRA,LT,Cruzeiro,29,1993,20,18,1.473,16.4,0,2,2,0,0,0,3,0,0.9,0.9,2.0,2.9,31,127,40,0.00,0.12,0.12,0.00,0.12,0.05,0.12,0.18,0.05,0.18,Partidas
Lucas Silva,br BRA,LT,Grêmio,29,1993,4,3,222,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,14,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidas
Nathan Silva,br BRA,ZG,Atlético Mineiro,25,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.5,4,15,1,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.11,0.04,0.11,Partidas
Ricardo Silva,br BRA,ZG,América (MG),30,1992,20,18,1.610,17.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.7,10,44,1,0.06,0.00,0.06,0.06,0.06,0.04,0.00,0.04,0.04,0.04,Partidas
Wellington Silva,br BRA,AT,Cuiabá,30,1993,29,13,1.336,14.8,1,2,3,1,0,0,1,0,1.0,1.0,2.7,3.6,64,49,109,0.07,0.13,0.20,0.07,0.20,0.06,0.18,0.24,0.06,0.24,Partidas
Maximiliano Silvera,uy URU,LT.AT,Santos,25,1997,12,3,448,5.0,1,1,2,1,0,0,0,0,2.5,2.5,0.3,2.9,10,10,36,0.20,0.20,0.40,0.20,0.40,0.51,0.06,0.57,0.51,0.57,Partidas
Simioni,br BRA,LT,Goiás,19,2003,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Jailson Siqueira,br BRA,LT.ZG,Palmeiras,27,1995,8,1,163,1.8,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.6,0,6,3,0.00,0.55,0.55,0.00,0.55,0.20,0.15,0.36,0.20,0.36,Partidas
Islam Slimani,dz ALG,AT,Coritiba,34,1988,11,10,817,9.1,3,2,5,3,0,0,2,1,2.2,2.2,1.3,3.5,3,12,40,0.33,0.22,0.55,0.33,0.55,0.24,0.14,0.39,0.24,0.39,Partidas
Everton Soares,br BRA,AT.LT,Flamengo,26,1996,33,21,1.741,19.3,4,5,9,4,0,0,0,0,3.3,3.3,3.7,7.0,85,75,217,0.21,0.26,0.47,0.21,0.47,0.17,0.19,0.36,0.17,0.36,Partidas

Tiquinho Soares,br BRA,AT,Botafogo (RJ),32,1991,33,30,2.436,27.1,17,4,21,12,5,7,10,0,13.1,7.6,2.7,10.3,25,52,152,0.63,0.15,0.78,0.44,0.59,0.49,0.10,0.58,0.28,0.38,Partidas
Fernando Sobral,br BRA,LT,Cuiabá,28,1994,33,21,1.903,21.1,2,2,4,2,0,0,7,0,1.6,1.6,1.4,3.0,55,103,76,0.09,0.09,0.19,0.09,0.19,0.08,0.07,0.14,0.08,0.14,Partidas
Yeferson Soteldo,ve VEN,AT.LT,Santos,25,1997,22,17,1.556,17.3,1,6,7,1,0,0,5,2,2.0,2.0,5.7,7.7,120,77,157,0.06,0.35,0.40,0.06,0.40,0.12,0.33,0.44,0.12,0.44,Partidas
Yago Souza,br BRA,LT,América (MG),16,2006,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidas
Everaldo Stum,br BRA,AT,Bahia,31,1991,33,25,2.178,24.2,9,1,10,7,2,2,6,0,6.8,5.2,2.5,7.7,36,56,138,0.37,0.04,0.41,0.29,0.33,0.28,0.10,0.38,0.21,0.32,Partidas
Luis Suárez,uy URU,AT,Grêmio,36,1987,33,33,2.877,32.0,17,11,28,16,1,2,8,0,13.8,12.2,6.0,18.2,36,107,300,0.53,0.34,0.88,0.50,0.84,0.43,0.19,0.62,0.38,0.57,Partidas
Bruno Tabata,br BRA,LT.AT,Palmeiras,25,1997,5,1,124,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,6,11,19,0.00,0.00,0.00,0.00,0.00,0.28,0.05,0.33,0.28,0.33,Partidas
Tadeu,br BRA,G,Goiás,30,1992,35,35,3.150,35.0,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,0,1,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,Partidas
Talisson,br BRA,AT,Bragantino,20,2002,7,1,151,1.7,3,0,3,3,0,0,0,0,1.3,1.3,0.0,1.3,9,5,11,1.79,0.00,1.79,1.79,1.79,0.78,0.00,0.78,0.78,0.78,Partidas
